"genus","length","age","environment","n"
"Galaxea",12.5,"Modern","Reef slope",274
"Hydnophora",35,"Modern","Reef slope",22
"Hydnophora",15,"Modern","Reef slope",22
"Porites",18.75,"Modern","Reef slope",1422
"Porites",26.25,"Modern","Reef slope",1422
"Galaxea",52.5,"Modern","Reef slope",274
"Platygyra",18.75,"Modern","Reef slope",142
"Fungia",3.75,"Modern","Reef slope",34
"Echinopora",65,"Modern","Reef slope",276
"Galaxea",31.25,"Modern","Reef slope",274
"Porites",16.25,"Modern","Reef slope",1422
"Porites",22.5,"Modern","Reef slope",1422
"Echinopora",8.75,"Modern","Reef slope",276
"Dipsastraea",18.75,"Modern","Reef slope",92
"Echinopora",46.25,"Modern","Reef slope",276
"Platygyra",25,"Modern","Reef slope",142
"Favites",41.25,"Modern","Reef slope",116
"Lobophyllia",31.25,"Modern","Reef slope",62
"Pocillopora",17.5,"Modern","Reef slope",340
"Porites",17.5,"Modern","Reef slope",1422
"Lobophyllia",63.75,"Modern","Reef slope",62
"Galaxea",18.75,"Modern","Reef slope",274
"Lobophyllia",35,"Modern","Reef slope",62
"Echinopora",35,"Modern","Reef slope",276
"Galaxea",22.5,"Modern","Reef slope",274
"Galaxea",25,"Modern","Reef slope",274
"Galaxea",22.5,"Modern","Reef slope",274
"Porites",11.25,"Modern","Reef slope",1422
"Galaxea",42.5,"Modern","Reef slope",274
"Galaxea",12.5,"Modern","Reef slope",274
"Lobophyllia",51.25,"Modern","Reef slope",62
"Pocillopora",26.25,"Modern","Reef slope",340
"Porites",11.25,"Modern","Reef slope",1422
"Goniastrea",25,"Modern","Reef slope",338
"Montipora",43.75,"Modern","Reef slope",32
"Goniastrea",16.25,"Modern","Reef slope",338
"Goniastrea",32.5,"Modern","Reef slope",338
"Porites",13.75,"Modern","Reef slope",1422
"Goniastrea",26.25,"Modern","Reef slope",338
"Porites",22.5,"Modern","Reef slope",1422
"Goniastrea",305,"Modern","Reef slope",338
"Goniastrea",318.75,"Modern","Reef slope",338
"Acropora",18.75,"Modern","Reef slope",302
"Porites",56.25,"Modern","Reef slope",1422
"Pocillopora",5,"Modern","Reef slope",340
"Porites",16.25,"Modern","Reef slope",1422
"Goniastrea",20,"Modern","Reef slope",338
"Porites",11.25,"Modern","Reef slope",1422
"Galaxea",15,"Modern","Reef slope",274
"Galaxea",23.75,"Modern","Reef slope",274
"Porites",23.75,"Modern","Reef slope",1422
"Platygyra",27.5,"Modern","Reef slope",142
"Galaxea",25,"Modern","Reef slope",274
"Echinopora",103.75,"Modern","Reef slope",276
"Acropora",8.75,"Modern","Reef slope",302
"Echinopora",33.75,"Modern","Reef slope",276
"Porites",35,"Modern","Reef slope",1422
"Porites",25,"Modern","Reef slope",1422
"Goniastrea",71.25,"Modern","Reef slope",338
"Favites",45,"Modern","Reef slope",116
"Acropora",10,"Modern","Reef slope",302
"Echinopora",61.25,"Modern","Reef slope",276
"Galaxea",47.5,"Modern","Reef slope",274
"Galaxea",80,"Modern","Reef slope",274
"Acropora",12.5,"Modern","Reef slope",302
"Porites",175,"Modern","Reef slope",1422
"Porites",43.75,"Modern","Reef slope",1422
"Lobophyllia",78.75,"Modern","Reef slope",62
"Pocillopora",151.25,"Modern","Reef slope",340
"Lobophyllia",70,"Modern","Reef slope",62
"Favites",20,"Modern","Reef slope",116
"Montipora",13.75,"Modern","Reef slope",32
"Porites",28.75,"Modern","Reef slope",1422
"Porites",45,"Modern","Reef slope",1422
"Echinopora",46.25,"Modern","Reef slope",276
"Pocillopora",31.25,"Modern","Reef slope",340
"Pocillopora",13.75,"Modern","Reef slope",340
"Lobophyllia",25,"Modern","Reef slope",62
"Lobophyllia",21.25,"Modern","Reef slope",62
"Echinopora",30,"Modern","Reef slope",276
"Platygyra",126.25,"Modern","Reef slope",142
"Galaxea",96.25,"Modern","Reef slope",274
"Porites",116.25,"Modern","Reef slope",1422
"Dipsastraea",52.5,"Modern","Reef slope",92
"Porites",10,"Modern","Reef slope",1422
"Acropora",16.25,"Modern","Reef slope",302
"Pocillopora",21.25,"Modern","Reef slope",340
"Echinopora",17.5,"Modern","Reef slope",276
"Pocillopora",16.25,"Modern","Reef slope",340
"Echinopora",46.25,"Modern","Reef slope",276
"Echinopora",40,"Modern","Reef slope",276
"Porites",10,"Modern","Reef slope",1422
"Echinopora",22.5,"Modern","Reef slope",276
"Galaxea",10,"Modern","Reef slope",274
"Acropora",11.25,"Modern","Reef slope",302
"Dipsastraea",18.75,"Modern","Reef slope",92
"Porites",5,"Modern","Reef slope",1422
"Acropora",10,"Modern","Reef slope",302
"Porites",93.75,"Modern","Reef slope",1422
"Lobophyllia",57.5,"Modern","Reef slope",62
"Galaxea",32.5,"Modern","Reef slope",274
"Lobophyllia",105,"Modern","Reef slope",62
"Lobophyllia",38.75,"Modern","Reef slope",62
"Lobophyllia",51.25,"Modern","Reef slope",62
"Dipsastraea",55,"Modern","Reef slope",92
"Galaxea",23.75,"Modern","Reef slope",274
"Pocillopora",18.75,"Modern","Reef slope",340
"Lobophyllia",58.75,"Modern","Reef slope",62
"Goniastrea",23.75,"Modern","Reef slope",338
"Goniastrea",23.75,"Modern","Reef slope",338
"Galaxea",6.25,"Modern","Reef slope",274
"Cyphastrea",12.5,"Modern","Reef slope",76
"Pocillopora",16.25,"Modern","Reef slope",340
"Goniastrea",6.25,"Modern","Reef slope",338
"Fungia",10,"Modern","Reef slope",34
"Favites",27.5,"Modern","Reef slope",116
"Galaxea",13.75,"Modern","Reef slope",274
"Galaxea",28.75,"Modern","Reef slope",274
"Galaxea",22.5,"Modern","Reef slope",274
"Platygyra",66.25,"Modern","Reef slope",142
"Pocillopora",31.25,"Modern","Reef slope",340
"Echinopora",17.5,"Modern","Reef slope",276
"Echinopora",15,"Modern","Reef slope",276
"Echinopora",31.25,"Modern","Reef slope",276
"Pocillopora",56.25,"Modern","Reef slope",340
"Hydnophora",31.25,"Modern","Reef slope",22
"Porites",12.5,"Modern","Reef slope",1422
"Pocillopora",56.25,"Modern","Reef slope",340
"Pocillopora",38.75,"Modern","Reef slope",340
"Goniastrea",7.5,"Modern","Reef slope",338
"Goniastrea",12.5,"Modern","Reef slope",338
"Pocillopora",22.5,"Modern","Reef slope",340
"Echinopora",65,"Modern","Reef slope",276
"Acropora",7.5,"Modern","Reef slope",302
"Lobophyllia",15,"Modern","Reef slope",62
"Lobophyllia",31.25,"Modern","Reef slope",62
"Pocillopora",12.5,"Modern","Reef slope",340
"Lobophyllia",37.5,"Modern","Reef slope",62
"Dipsastraea",67.5,"Modern","Reef slope",92
"Porites",7.5,"Modern","Reef slope",1422
"Echinopora",20,"Modern","Reef slope",276
"Galaxea",100,"Modern","Reef slope",274
"Dipsastraea",52.5,"Modern","Reef slope",92
"Montipora",53.75,"Modern","Reef slope",32
"Dipsastraea",48.75,"Modern","Reef slope",92
"Galaxea",31.25,"Modern","Reef slope",274
"Porites",10,"Modern","Reef slope",1422
"Dipsastraea",37.5,"Modern","Reef slope",92
"Goniastrea",67.5,"Modern","Reef slope",338
"Porites",22.5,"Modern","Reef slope",1422
"Goniastrea",56.25,"Modern","Reef slope",338
"Goniastrea",41.25,"Modern","Reef slope",338
"Porites",23.75,"Modern","Reef slope",1422
"Goniastrea",207.5,"Modern","Reef slope",338
"Pocillopora",28.75,"Modern","Reef slope",340
"Porites",45,"Modern","Reef slope",1422
"Goniastrea",53.75,"Modern","Reef slope",338
"Goniastrea",13.75,"Modern","Reef slope",338
"Porites",27.5,"Modern","Reef slope",1422
"Pocillopora",18.75,"Modern","Reef slope",340
"Echinopora",25,"Modern","Reef slope",276
"Acropora",6.25,"Modern","Reef slope",302
"Echinopora",35,"Modern","Reef slope",276
"Goniastrea",13.75,"Modern","Reef slope",338
"Galaxea",56.25,"Modern","Reef slope",274
"Galaxea",17.5,"Modern","Reef slope",274
"Echinopora",28.75,"Modern","Reef slope",276
"Galaxea",38.75,"Modern","Reef slope",274
"Platygyra",38.75,"Modern","Reef slope",142
"Galaxea",28.75,"Modern","Reef slope",274
"Pocillopora",26.25,"Modern","Reef slope",340
"Echinopora",45,"Modern","Reef slope",276
"Lobophyllia",82.5,"Modern","Reef slope",62
"Pocillopora",37.5,"Modern","Reef slope",340
"Goniastrea",43.75,"Modern","Reef slope",338
"Pocillopora",16.25,"Modern","Reef slope",340
"Pocillopora",21.25,"Modern","Reef slope",340
"Echinopora",52.5,"Modern","Reef slope",276
"Galaxea",12.5,"Modern","Reef slope",274
"Leptoria",21.25,"Modern","Reef slope",36
"Porites",28.75,"Modern","Reef slope",1422
"Galaxea",16.25,"Modern","Reef slope",274
"Porites",12.5,"Modern","Reef slope",1422
"Goniastrea",11.25,"Modern","Reef slope",338
"Cyphastrea",22.5,"Modern","Reef slope",76
"Porites",41.25,"Modern","Reef slope",1422
"Goniastrea",16.25,"Modern","Reef slope",338
"Porites",18.75,"Modern","Reef slope",1422
"Goniastrea",28.75,"Modern","Reef slope",338
"Galaxea",8.75,"Modern","Reef slope",274
"Porites",65,"Modern","Reef slope",1422
"Goniastrea",8.75,"Modern","Reef slope",338
"Porites",7.5,"Modern","Reef slope",1422
"Goniastrea",72.5,"Modern","Reef slope",338
"Porites",3.75,"Modern","Reef slope",1422
"Goniastrea",21.25,"Modern","Reef slope",338
"Porites",106.25,"Modern","Reef slope",1422
"Goniastrea",22.5,"Modern","Reef slope",338
"Echinopora",11.25,"Modern","Reef slope",276
"Goniastrea",25,"Modern","Reef slope",338
"Goniastrea",18.75,"Modern","Reef slope",338
"Goniastrea",25,"Modern","Reef slope",338
"Echinopora",10,"Modern","Reef slope",276
"Goniastrea",21.25,"Modern","Reef slope",338
"Goniastrea",18.75,"Modern","Reef slope",338
"Goniastrea",22.5,"Modern","Reef slope",338
"Goniastrea",8.75,"Modern","Reef slope",338
"Goniastrea",20,"Modern","Reef slope",338
"Porites",40,"Modern","Reef slope",1422
"Goniastrea",10,"Modern","Reef slope",338
"Echinopora",21.25,"Modern","Reef slope",276
"Favites",11.25,"Modern","Reef slope",116
"Porites",143.75,"Modern","Reef slope",1422
"Echinopora",18.75,"Modern","Reef slope",276
"Echinopora",10,"Modern","Reef slope",276
"Porites",5,"Modern","Reef slope",1422
"Favites",28.75,"Modern","Reef slope",116
"Porites",16.25,"Modern","Reef slope",1422
"Porites",435,"Modern","Reef slope",1422
"Echinopora",7.5,"Modern","Reef slope",276
"Porites",51.25,"Modern","Reef slope",1422
"Platygyra",56.25,"Modern","Reef slope",142
"Porites",12.5,"Modern","Reef slope",1422
"Porites",12.5,"Modern","Reef slope",1422
"Dipsastraea",6.25,"Modern","Reef slope",92
"Cyphastrea",21.25,"Modern","Reef slope",76
"Platygyra",43.75,"Modern","Reef slope",142
"Goniastrea",31.25,"Modern","Reef slope",338
"Goniastrea",40,"Modern","Reef slope",338
"Goniastrea",12.5,"Modern","Reef slope",338
"Goniastrea",12.5,"Modern","Reef slope",338
"Goniastrea",18.75,"Modern","Reef slope",338
"Echinopora",18.75,"Modern","Reef slope",276
"Goniastrea",25,"Modern","Reef slope",338
"Goniastrea",15,"Modern","Reef slope",338
"Echinopora",31.25,"Modern","Reef slope",276
"Galaxea",18.75,"Modern","Reef slope",274
"Porites",12.5,"Modern","Reef slope",1422
"Galaxea",6.25,"Modern","Reef slope",274
"Echinopora",28.75,"Modern","Reef slope",276
"Porites",38.75,"Modern","Reef slope",1422
"Porites",17.5,"Modern","Reef slope",1422
"Porites",36.25,"Modern","Reef slope",1422
"Porites",62.5,"Modern","Reef slope",1422
"Goniastrea",18.75,"Modern","Reef slope",338
"Porites",57.5,"Modern","Reef slope",1422
"Porites",58.75,"Modern","Reef slope",1422
"Pavona",18.75,"Modern","Reef slope",36
"Echinopora",18.75,"Modern","Reef slope",276
"Porites",27.5,"Modern","Reef slope",1422
"Goniastrea",33.75,"Modern","Reef slope",338
"Porites",87.5,"Modern","Reef slope",1422
"Goniastrea",7.5,"Modern","Reef slope",338
"Porites",7.5,"Modern","Reef slope",1422
"Goniastrea",26.25,"Modern","Reef slope",338
"Porites",12.5,"Modern","Reef slope",1422
"Goniastrea",25,"Modern","Reef slope",338
"Porites",8.75,"Modern","Reef slope",1422
"Porites",56.25,"Modern","Reef slope",1422
"Goniastrea",16.25,"Modern","Reef slope",338
"Porites",52.5,"Modern","Reef slope",1422
"Favites",17.5,"Modern","Reef slope",116
"Porites",25,"Modern","Reef slope",1422
"Platygyra",13.75,"Modern","Reef slope",142
"Goniastrea",16.25,"Modern","Reef slope",338
"Goniastrea",35,"Modern","Reef slope",338
"Porites",22.5,"Modern","Reef slope",1422
"Porites",20,"Modern","Reef slope",1422
"Porites",105,"Modern","Reef slope",1422
"Goniastrea",18.75,"Modern","Reef slope",338
"Porites",37.5,"Modern","Reef slope",1422
"Goniastrea",7.5,"Modern","Reef slope",338
"Porites",12.5,"Modern","Reef slope",1422
"Platygyra",21.25,"Modern","Reef slope",142
"Goniastrea",3.75,"Modern","Reef slope",338
"Porites",11.25,"Modern","Reef slope",1422
"Goniastrea",7.5,"Modern","Reef slope",338
"Porites",41.25,"Modern","Reef slope",1422
"Goniastrea",10,"Modern","Reef slope",338
"Porites",27.5,"Modern","Reef slope",1422
"Goniastrea",16.25,"Modern","Reef slope",338
"Porites",56.25,"Modern","Reef slope",1422
"Goniastrea",10,"Modern","Reef slope",338
"Goniastrea",18.75,"Modern","Reef slope",338
"Goniastrea",6.25,"Modern","Reef slope",338
"Goniastrea",10,"Modern","Reef slope",338
"Goniastrea",28.75,"Modern","Reef slope",338
"Echinopora",6.25,"Modern","Reef slope",276
"Goniastrea",40,"Modern","Reef slope",338
"Goniastrea",35,"Modern","Reef slope",338
"Goniastrea",8.75,"Modern","Reef slope",338
"Echinopora",20,"Modern","Reef slope",276
"Porites",21.25,"Modern","Reef slope",1422
"Echinopora",10,"Modern","Reef slope",276
"Porites",25,"Modern","Reef slope",1422
"Goniastrea",8.75,"Modern","Reef slope",338
"Goniastrea",17.5,"Modern","Reef slope",338
"Porites",17.5,"Modern","Reef slope",1422
"Porites",5,"Modern","Reef slope",1422
"Goniastrea",35,"Modern","Reef slope",338
"Platygyra",17.5,"Modern","Reef slope",142
"Goniastrea",52.5,"Modern","Reef slope",338
"Echinopora",15,"Modern","Reef slope",276
"Goniastrea",48.75,"Modern","Reef slope",338
"Porites",33.75,"Modern","Reef slope",1422
"Porites",33.75,"Modern","Reef slope",1422
"Echinopora",22.5,"Modern","Reef slope",276
"Porites",10,"Modern","Reef slope",1422
"Goniastrea",7.5,"Modern","Reef slope",338
"Goniastrea",85,"Modern","Reef slope",338
"Porites",18.75,"Modern","Reef slope",1422
"Echinopora",23.75,"Modern","Reef slope",276
"Goniastrea",8.75,"Modern","Reef slope",338
"Goniastrea",33.75,"Modern","Reef slope",338
"Platygyra",10,"Modern","Reef slope",142
"Acropora",7.5,"Modern","Reef slope",302
"Porites",11.25,"Modern","Reef slope",1422
"Pocillopora",11.25,"Modern","Reef slope",340
"Galaxea",16.25,"Modern","Reef slope",274
"Pocillopora",32.5,"Modern","Reef slope",340
"Pocillopora",6.25,"Modern","Reef slope",340
"Goniastrea",5,"Modern","Reef slope",338
"Goniastrea",6.25,"Modern","Reef slope",338
"Pocillopora",5,"Modern","Reef slope",340
"Goniastrea",18.75,"Modern","Reef slope",338
"Goniastrea",11.25,"Modern","Reef slope",338
"Pocillopora",11.25,"Modern","Reef slope",340
"Pocillopora",16.25,"Modern","Reef slope",340
"Cyphastrea",3.75,"Modern","Reef slope",76
"Pocillopora",13.75,"Modern","Reef slope",340
"Porites",7.5,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Favites",6.25,"Modern","Reef slope",116
"Pocillopora",11.25,"Modern","Reef slope",340
"Porites",12.5,"Modern","Reef slope",1422
"Favites",12.5,"Modern","Reef slope",116
"Favites",11.25,"Modern","Reef slope",116
"Favites",23.75,"Modern","Reef slope",116
"Pocillopora",13.75,"Modern","Reef slope",340
"Galaxea",16.25,"Modern","Reef slope",274
"Galaxea",7.5,"Modern","Reef slope",274
"Goniastrea",33.75,"Modern","Reef slope",338
"Acropora",15,"Modern","Reef slope",302
"Dipsastraea",8.75,"Modern","Reef slope",92
"Platygyra",21.25,"Modern","Reef slope",142
"Favites",7.5,"Modern","Reef slope",116
"Platygyra",2.5,"Modern","Reef slope",142
"Porites",8.75,"Modern","Reef slope",1422
"Porites",5,"Modern","Reef slope",1422
"Platygyra",12.5,"Modern","Reef slope",142
"Pocillopora",35,"Modern","Reef slope",340
"Porites",15,"Modern","Reef slope",1422
"Porites",3.75,"Modern","Reef slope",1422
"Acropora",3.75,"Modern","Reef slope",302
"Porites",11.25,"Modern","Reef slope",1422
"Porites",2.5,"Modern","Reef slope",1422
"Dipsastraea",18.75,"Modern","Reef slope",92
"Pocillopora",7.5,"Modern","Reef slope",340
"Cyphastrea",6.25,"Modern","Reef slope",76
"Pocillopora",7.5,"Modern","Reef slope",340
"Pocillopora",25,"Modern","Reef slope",340
"Pocillopora",11.25,"Modern","Reef slope",340
"Galaxea",16.25,"Modern","Reef slope",274
"Acropora",7.5,"Modern","Reef slope",302
"Acropora",2.5,"Modern","Reef slope",302
"Dipsastraea",6.25,"Modern","Reef slope",92
"Galaxea",18.75,"Modern","Reef slope",274
"Pocillopora",22.5,"Modern","Reef slope",340
"Pocillopora",11.25,"Modern","Reef slope",340
"Acropora",7.5,"Modern","Reef slope",302
"Galaxea",10,"Modern","Reef slope",274
"Porites",17.5,"Modern","Reef slope",1422
"Pocillopora",20,"Modern","Reef slope",340
"Porites",6.25,"Modern","Reef slope",1422
"Porites",6.25,"Modern","Reef slope",1422
"Pocillopora",6.25,"Modern","Reef slope",340
"Platygyra",10,"Modern","Reef slope",142
"Pocillopora",3.75,"Modern","Reef slope",340
"Porites",15,"Modern","Reef slope",1422
"Pocillopora",10,"Modern","Reef slope",340
"Pocillopora",20,"Modern","Reef slope",340
"Porites",11.25,"Modern","Reef slope",1422
"Pocillopora",6.25,"Modern","Reef slope",340
"Platygyra",10,"Modern","Reef slope",142
"Acropora",13.75,"Modern","Reef slope",302
"Pocillopora",16.25,"Modern","Reef slope",340
"Pocillopora",12.5,"Modern","Reef slope",340
"Porites",23.75,"Modern","Reef slope",1422
"Porites",21.25,"Modern","Reef slope",1422
"Galaxea",7.5,"Modern","Reef slope",274
"Porites",6.25,"Modern","Reef slope",1422
"Cyphastrea",6.25,"Modern","Reef slope",76
"Porites",21.25,"Modern","Reef slope",1422
"Porites",17.5,"Modern","Reef slope",1422
"Porites",51.25,"Modern","Reef slope",1422
"Porites",15,"Modern","Reef slope",1422
"Porites",40,"Modern","Reef slope",1422
"Porites",23.75,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Galaxea",8.75,"Modern","Reef slope",274
"Porites",7.5,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Porites",13.75,"Modern","Reef slope",1422
"Favites",27.5,"Modern","Reef slope",116
"Galaxea",6.25,"Modern","Reef slope",274
"Acropora",6.25,"Modern","Reef slope",302
"Acropora",6.25,"Modern","Reef slope",302
"Pocillopora",22.5,"Modern","Reef slope",340
"Pocillopora",18.75,"Modern","Reef slope",340
"Porites",12.5,"Modern","Reef slope",1422
"Goniastrea",11.25,"Modern","Reef slope",338
"Platygyra",8.75,"Modern","Reef slope",142
"Pocillopora",12.5,"Modern","Reef slope",340
"Echinopora",12.5,"Modern","Reef slope",276
"Galaxea",6.25,"Modern","Reef slope",274
"Acropora",5,"Modern","Reef slope",302
"Pocillopora",7.5,"Modern","Reef slope",340
"Acropora",16.25,"Modern","Reef slope",302
"Galaxea",10,"Modern","Reef slope",274
"Acropora",11.25,"Modern","Reef slope",302
"Galaxea",6.25,"Modern","Reef slope",274
"Galaxea",18.75,"Modern","Reef slope",274
"Galaxea",2.5,"Modern","Reef slope",274
"Acropora",10,"Modern","Reef slope",302
"Fungia",2.5,"Modern","Reef slope",34
"Pocillopora",6.25,"Modern","Reef slope",340
"Platygyra",72.5,"Modern","Reef slope",142
"Favites",70,"Modern","Reef slope",116
"Favites",87.5,"Modern","Reef slope",116
"Porites",6.25,"Modern","Reef slope",1422
"Acropora",6.25,"Modern","Reef slope",302
"Galaxea",18.75,"Modern","Reef slope",274
"Favites",13.75,"Modern","Reef slope",116
"Galaxea",15,"Modern","Reef slope",274
"Pavona",6.25,"Modern","Reef slope",36
"Lobophyllia",21.25,"Modern","Reef slope",62
"Cyphastrea",7.5,"Modern","Reef slope",76
"Acropora",7.5,"Modern","Reef slope",302
"Galaxea",61.25,"Modern","Reef slope",274
"Platygyra",21.25,"Modern","Reef slope",142
"Acropora",11.25,"Modern","Reef slope",302
"Acropora",10,"Modern","Reef slope",302
"Pocillopora",8.75,"Modern","Reef slope",340
"Dipsastraea",13.75,"Modern","Reef slope",92
"Porites",16.25,"Modern","Reef slope",1422
"Porites",13.75,"Modern","Reef slope",1422
"Platygyra",27.5,"Modern","Reef slope",142
"Acropora",22.5,"Modern","Reef slope",302
"Goniastrea",1.25,"Modern","Reef slope",338
"Pavona",15,"Modern","Reef slope",36
"Platygyra",13.75,"Modern","Reef slope",142
"Galaxea",25,"Modern","Reef slope",274
"Galaxea",18.75,"Modern","Reef slope",274
"Platygyra",12.5,"Modern","Reef slope",142
"Acropora",11.25,"Modern","Reef slope",302
"Acropora",12.5,"Modern","Reef slope",302
"Galaxea",7.5,"Modern","Reef slope",274
"Galaxea",5,"Modern","Reef slope",274
"Porites",10,"Modern","Reef slope",1422
"Acropora",20,"Modern","Reef slope",302
"Porites",6.25,"Modern","Reef slope",1422
"Pavona",12.5,"Modern","Reef slope",36
"Pocillopora",28.75,"Modern","Reef slope",340
"Galaxea",21.25,"Modern","Reef slope",274
"Cyphastrea",30,"Modern","Reef slope",76
"Favites",15,"Modern","Reef slope",116
"Galaxea",233.75,"Modern","Reef slope",274
"Acropora",12.5,"Modern","Reef slope",302
"Porites",40,"Modern","Reef slope",1422
"Goniastrea",21.25,"Modern","Reef slope",338
"Porites",10,"Modern","Reef slope",1422
"Porites",41.25,"Modern","Reef slope",1422
"Galaxea",6.25,"Modern","Reef slope",274
"Porites",68.75,"Modern","Reef slope",1422
"Echinopora",11.25,"Modern","Reef slope",276
"Porites",7.5,"Modern","Reef slope",1422
"Galaxea",8.75,"Modern","Reef slope",274
"Galaxea",15,"Modern","Reef slope",274
"Porites",28.75,"Modern","Reef slope",1422
"Porites",20,"Modern","Reef slope",1422
"Porites",38.75,"Modern","Reef slope",1422
"Porites",11.25,"Modern","Reef slope",1422
"Porites",2.5,"Modern","Reef slope",1422
"Porites",25,"Modern","Reef slope",1422
"Porites",23.75,"Modern","Reef slope",1422
"Porites",70,"Modern","Reef slope",1422
"Porites",22.5,"Modern","Reef slope",1422
"Cyphastrea",5,"Modern","Reef slope",76
"Porites",32.5,"Modern","Reef slope",1422
"Porites",167.5,"Modern","Reef slope",1422
"Porites",103.75,"Modern","Reef slope",1422
"Pocillopora",11.25,"Modern","Reef slope",340
"Pocillopora",38.75,"Modern","Reef slope",340
"Porites",17.5,"Modern","Reef slope",1422
"Favites",8.75,"Modern","Reef slope",116
"Goniastrea",5,"Modern","Reef slope",338
"Dipsastraea",37.5,"Modern","Reef slope",92
"Porites",6.25,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Galaxea",16.25,"Modern","Reef slope",274
"Porites",7.5,"Modern","Reef slope",1422
"Porites",30,"Modern","Reef slope",1422
"Porites",16.25,"Modern","Reef slope",1422
"Porites",12.5,"Modern","Reef slope",1422
"Porites",11.25,"Modern","Reef slope",1422
"Galaxea",11.25,"Modern","Reef slope",274
"Porites",16.25,"Modern","Reef slope",1422
"Galaxea",5,"Modern","Reef slope",274
"Galaxea",7.5,"Modern","Reef slope",274
"Galaxea",30,"Modern","Reef slope",274
"Porites",22.5,"Modern","Reef slope",1422
"Porites",36.25,"Modern","Reef slope",1422
"Porites",8.75,"Modern","Reef slope",1422
"Favites",11.25,"Modern","Reef slope",116
"Galaxea",26.25,"Modern","Reef slope",274
"Porites",23.75,"Modern","Reef slope",1422
"Goniastrea",16.25,"Modern","Reef slope",338
"Porites",23.75,"Modern","Reef slope",1422
"Dipsastraea",13.75,"Modern","Reef slope",92
"Porites",7.5,"Modern","Reef slope",1422
"Porites",20,"Modern","Reef slope",1422
"Porites",13.75,"Modern","Reef slope",1422
"Galaxea",15,"Modern","Reef slope",274
"Galaxea",16.25,"Modern","Reef slope",274
"Pocillopora",26.25,"Modern","Reef slope",340
"Dipsastraea",16.25,"Modern","Reef slope",92
"Porites",35,"Modern","Reef slope",1422
"Galaxea",10,"Modern","Reef slope",274
"Porites",5,"Modern","Reef slope",1422
"Montipora",48.75,"Modern","Reef slope",32
"Platygyra",85,"Modern","Reef slope",142
"Pocillopora",16.25,"Modern","Reef slope",340
"Pocillopora",3.75,"Modern","Reef slope",340
"Porites",37.5,"Modern","Reef slope",1422
"Porites",7.5,"Modern","Reef slope",1422
"Porites",5,"Modern","Reef slope",1422
"Porites",52.5,"Modern","Reef slope",1422
"Pocillopora",1.25,"Modern","Reef slope",340
"Porites",32.5,"Modern","Reef slope",1422
"Pocillopora",8.75,"Modern","Reef slope",340
"Porites",15,"Modern","Reef slope",1422
"Porites",28.75,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Echinopora",43.75,"Modern","Reef slope",276
"Pocillopora",10,"Modern","Reef slope",340
"Echinopora",28.75,"Modern","Reef slope",276
"Porites",103.75,"Modern","Reef slope",1422
"Acropora",13.75,"Modern","Reef slope",302
"Porites",20,"Modern","Reef slope",1422
"Porites",46.25,"Modern","Reef slope",1422
"Porites",167.5,"Modern","Reef slope",1422
"Galaxea",6.25,"Modern","Reef slope",274
"Galaxea",18.75,"Modern","Reef slope",274
"Galaxea",8.75,"Modern","Reef slope",274
"Porites",17.5,"Modern","Reef slope",1422
"Pavona",5,"Modern","Reef slope",36
"Porites",57.5,"Modern","Reef slope",1422
"Galaxea",16.25,"Modern","Reef slope",274
"Pocillopora",8.75,"Modern","Reef slope",340
"Hydnophora",32.5,"Modern","Reef slope",22
"Favites",16.25,"Modern","Reef slope",116
"Leptoria",30,"Modern","Reef slope",36
"Pocillopora",17.5,"Modern","Reef slope",340
"Porites",10,"Modern","Reef slope",1422
"Acropora",12.5,"Modern","Reef slope",302
"Leptoria",10,"Modern","Reef slope",36
"Platygyra",11.25,"Modern","Reef slope",142
"Acropora",12.5,"Modern","Reef slope",302
"Pocillopora",11.25,"Modern","Reef slope",340
"Galaxea",16.25,"Modern","Reef slope",274
"Dipsastraea",16.25,"Modern","Reef slope",92
"Acropora",8.75,"Modern","Reef slope",302
"Platygyra",13.75,"Modern","Reef slope",142
"Platygyra",30,"Modern","Reef slope",142
"Favites",23.75,"Modern","Reef slope",116
"Platygyra",23.75,"Modern","Reef slope",142
"Echinopora",38.75,"Modern","Reef slope",276
"Porites",21.25,"Modern","Reef slope",1422
"Platygyra",43.75,"Modern","Reef slope",142
"Leptoria",25,"Modern","Reef slope",36
"Platygyra",15,"Modern","Reef slope",142
"Porites",10,"Modern","Reef slope",1422
"Echinopora",23.75,"Modern","Reef slope",276
"Favites",23.75,"Modern","Reef slope",116
"Pocillopora",7.5,"Modern","Reef slope",340
"Acropora",8.75,"Modern","Reef slope",302
"Favites",71.25,"Modern","Reef slope",116
"Galaxea",27.5,"Modern","Reef slope",274
"Porites",11.25,"Modern","Reef slope",1422
"Porites",18,"Last Interglacial","Reef edge",1422
"Cyphastrea",16,"Last Interglacial","Reef edge",76
"Porites",16,"Last Interglacial","Reef edge",1422
"Acropora",7,"Last Interglacial","Reef edge",302
